"","Title","Year","Length","Budget","LogBudget"
"1889","God's Helper",2001,10,"15000",4.17609125905568
"1890","Godfather, The",1972,175,"6000000",6.77815125038364
"1891","Godfather: Part II, The",1974,200,"13000000",7.11394335230684
"1892","Godfather: Part III, The",1990,169,"54000000",7.73239375982297
"1893","Gods and Generals",2003,209,"56000000",7.7481880270062
"1894","Gods and Monsters",1998,105,"3500000",6.54406804435028
"1895","Godspell",1973,103,"1300000",6.11394335230684
"1896","Godzilla",1998,133,"125000000",8.09691001300806
"1897","Gog",1954,85,"250000",5.39794000867204
"1898","Going Greek",2001,90,"198000",5.29666519026153
"1899","Going Hollywood",1933,78,"914000",5.96094619573383
"1900","Gojira",1954,98,"1000000",6
"1901","Gojira ni-sen mireniamu",1999,99,"1000000",6
"1902","Gold Diggers of 1933",1933,96,"433000",5.63648789635337
"1903","Gold Raiders",1951,56,"50000",4.69897000433602
"1904","Gold Rush, The",1925,82,"923000",5.96520170102591
"1905","Golden Bowl, The",2000,130,"15000000",7.17609125905568
"1906","Golden Earrings",1947,95,"1000000",6
"1907","GoldenEye",1995,130,"80000000",7.90308998699194
"1908","Goldfinger",1964,112,"3000000",6.47712125471966
"1909","Goldilocks and the Three Bares",1963,69,"25000",4.39794000867204
"1910","Goldwyn Follies, The",1938,120,"1800000",6.25527250510331
"1911","Gone Fishin'",1997,94,"53000000",7.72427586960079
"1912","Gone in Sixty Seconds",2000,117,"90000000",7.95424250943933
"1913","Gone with the Wind",1939,233,"3900000",6.5910646070265
"1914","Gong fu",2004,99,"20000000",7.30102999566398
"1915","Good Book, The",1997,81,"9000",3.95424250943932
"1916","Good Boy!",2003,88,"18000000",7.25527250510331
"1917","Good Burger",1997,103,"9000000",6.95424250943933
"1918","Good Earth, The",1937,138,"2800000",6.44715803134222
"1919","Good Girl, The",2002,93,"5000000",6.69897000433602
"1920","Good Man in Africa, A",1994,94,"20000000",7.30102999566398
"1921","Good Morning, Vietnam",1987,119,"13000000",7.11394335230684
"1922","Good Morning... and Goodbye!",1967,80,"55000",4.74036268949424
"1923","Good News",1947,93,"1662718",6.22081859833018
"1924","Good Will Hunting",1997,126,"10000000",7
"1925","Good to Go",1986,90,"1500000",6.17609125905568
"1926","Goodbye, Mr. Chips",1969,155,"9000000",6.95424250943933
"1927","Goodfellas",1990,145,"25000000",7.39794000867204
"1928","Goodnight Irene",2005,14,"15000",4.17609125905568
"1929","Goodnite Charlie",2005,119,"100000",5
"1930","Goonies, The",1985,114,"19000000",7.27875360095283
"1931","Gory Gory Hallelujah",2003,96,"100000",5
"1932","Gosford Park",2001,137,"15000000",7.17609125905568
"1933","Gossip",1953,10,"1000",3
"1934","Gothic Romance, A",2004,32,"5000",3.69897000433602
"1935","Gothika",2003,98,"40000000",7.60205999132796
"1936","Grace of My Heart",1996,116,"5000000",6.69897000433602
"1937","Graduate, The",1967,105,"3000000",6.47712125471966
"1938","Graduation Day",1981,96,"250000",5.39794000867204
"1939","Grand Hotel",1932,112,"700000",5.84509804001426
"1940","Grand Prix",1966,179,"9000000",6.95424250943933
"1941","Grand Slam",1933,67,"164000",5.2148438480477
"1942","Grand Theft Auto",1977,84,"602000",5.77959649125782
"1943","Grandma's Boy",1922,60,"100000",5
"1944","Granny, The",1995,85,"1000000",6
"1945","Grave, The",1996,90,"4000000",6.60205999132796
"1946","Gravesend",1997,85,"65000",4.81291335664286
"1947","Graveyard Shift",1990,89,"10500000",7.02118929906994
"1948","Gray's Anatomy",1996,80,"350000",5.54406804435028
"1949","Grayson",2004,6,"17791",4.25020035967899
"1950","Grease",1978,110,"6000000",6.77815125038364
"1951","Great Dictator, The",1940,124,"2000000",6.30102999566398
"1952","Great Escape, The",1963,172,"4000000",6.60205999132796
"1953","Great Gabble, The",2003,11,"8000",3.90308998699194
"1954","Great Gatsby, The",1974,144,"6500000",6.81291335664286
"1955","Great Lengths",2004,20,"25000",4.39794000867204
"1956","Great Race, The",1965,160,"12000000",7.07918124604763
"1957","Great White Hope, The",1970,103,"6000000",6.77815125038364
"1958","Greatest Show on Earth, The",1952,152,"4000000",6.60205999132796
"1959","Greatest Story Ever Told, The",1965,225,"20000000",7.30102999566398
"1960","Green Arrow Fan Film",2004,3,"4000",3.60205999132796
"1961","Green Berets, The",1968,141,"7000000",6.84509804001426
"1962","Green Eyes for Anastice",2004,93,"10000",4
"1963","Green Fields",1937,99,"8000",3.90308998699194
"1964","Green Mansions",1959,104,"3000000",6.47712125471966
"1965","Green Mile, The",1999,188,"60000000",7.77815125038364
"1966","Greenskeeper, The",2002,90,"80000",4.90308998699194
"1967","Greetings",1968,88,"39000",4.5910646070265
"1968","Gremlins",1984,106,"11000000",7.04139268515823
"1969","Gremlins 2: The New Batch",1990,106,"50000000",7.69897000433602
"1970","Gretchen & the Night Danger",2004,26,"4000",3.60205999132796
"1971","Grey Owl",1999,118,"30000000",7.47712125471966
"1972","Grey Zone, The",2001,108,"5000000",6.69897000433602
"1973","Grim",1995,86,"1000000",6
"1974","Grimm",2003,110,"3700000",6.56820172406699
"1975","Grizzly",1976,97,"750000",5.8750612633917
"1976","Groom Lake",2002,92,"750000",5.8750612633917
"1977","Groove",2000,86,"500000",5.69897000433602
"1978","Groove Tube, The",1974,75,"200000",5.30102999566398
"1979","Grosse Pointe Blank",1997,107,"15000000",7.17609125905568
"1980","Growin' a Beard",2003,29,"10000",4
"1981","Grudge, The",2004,92,"10000000",7
"1982","Gruesome Twosome, The",1967,72,"80000",4.90308998699194
"1983","Grumpier Old Men",1995,101,"25000000",7.39794000867204
"1984","Guerra de Canudos",1997,170,"6000000",6.77815125038364
"1985","Guerre du feu, La",1981,100,"12500000",7.09691001300806
"1986","Guess Who's Coming to Dinner",1967,108,"4000000",6.60205999132796
"1987","Guest of Honor, The",2001,15,"30000",4.47712125471966
"1988","Guinevere",1999,104,"2600000",6.41497334797082
"1989","Gun Shy",2000,101,"10000000",7
"1990","Guncrazy",1992,97,"800000",5.90308998699194
"1991","Gunga Din",1939,117,"1910000",6.28103336724773
"1992","Gunrunner, The",1984,78,"2000000",6.30102999566398
"1993","Guns of Navarone, The",1961,156,"6000000",6.77815125038364
"1994","Gunsmoke Ranch",1937,53,"35000",4.54406804435028
"1995","Guru, The",2002,94,"11000000",7.04139268515823
"1996","Guru, the Mad Monk",1970,62,"20000",4.30102999566398
"1997","Gutter Balls",2003,29,"4000",3.60205999132796
"1998","Guy Thing, A",2003,101,"20000000",7.30102999566398
"1999","Guys and Dolls",1955,152,"5500000",6.74036268949424
"2000","Guyver: Dark Hero",1994,127,"900000",5.95424250943933
"2001","Gypsy",1962,143,"4000000",6.60205999132796
"2002","HWY: An American Pastoral",1969,50,"30000",4.47712125471966
"2003","Habit",1997,112,"200000",5.30102999566398
"2004","Hacks",2002,93,"200000",5.30102999566398
"2005","Hair",1979,121,"11000000",7.04139268515823
"2006","Hairshirt",1998,89,"65000",4.81291335664286
"2007","Hairspray",1988,92,"2000000",6.30102999566398
"2008","Half Past Dead",2002,98,"30000000",7.47712125471966
"2009","Halloween",1978,101,"325000",5.51188336097887
"2010","Halloween 4: The Return of Michael Myers",1988,88,"5000000",6.69897000433602
"2011","Halloween 5",1989,96,"5000000",6.69897000433602
"2012","Halloween H20: 20 Years Later",1998,85,"17000000",7.23044892137827
"2013","Halloween II",1981,90,"2500000",6.39794000867204
"2014","Halloween III: Season of the Witch",1982,96,"2500000",6.39794000867204
"2015","Halloween: Resurrection",2002,89,"15000000",7.17609125905568
"2016","Halloween: The Curse of Michael Myers",1995,88,"5000000",6.69897000433602
"2017","Hamlet",1996,242,"18000000",7.25527250510331
"2018","Hand Behind the Mouse: The Ub Iwerks Story, The",1999,90,"600000",5.77815125038364
"2019","Hang 'Em High",1968,114,"1800000",6.25527250510331
"2020","Hangin' with the Homeboys",1991,88,"1900000",6.27875360095283
"2021","Hanging Tree, The",1959,106,"1350000",6.13033376849501
"2022","Hanging Up",2000,94,"40000000",7.60205999132796
"2023","Hangman's Curse",2003,106,"2000000",6.30102999566398
"2024","Hank Williams First Nation",2005,92,"300000",5.47712125471966
"2025","Hannah and Her Sisters",1986,106,"6400000",6.80617997398389
"2026","Hannibal",2001,133,"87000000",7.93951925261862
"2027","Hans Christian Andersen",1952,112,"4000000",6.60205999132796
"2028","Happiness",1998,134,"3000000",6.47712125471966
"2029","Happy Birthday to Me",1981,110,"2250000",6.35218251811136
"2030","Happy Gilmore",1996,92,"10000000",7
"2031","Happy Road, The",1957,99,"500000",5.69897000433602
"2032","Happy, Texas",1999,98,"1700000",6.23044892137827
"2033","Hard Ball",2001,109,"21000000",7.32221929473392
"2034","Hard Day's Night, A",1964,87,"560000",5.7481880270062
"2035","Hard Feelings",1982,105,"4000000",6.60205999132796
"2036","Hard Hombre",1931,65,"60000",4.77815125038364
"2037","Hard Rain",1998,97,"70000000",7.84509804001426
"2038","Hard Target",1993,73,"15000000",7.17609125905568
"2039","Hard to Handle",1933,78,"189000",5.27646180417324
"2040","Hardware",1990,93,"1500000",6.17609125905568
"2041","Hardware Wars",1977,13,"8000",3.90308998699194
"2042","Harold & Kumar Go to White Castle",2004,90,"9000000",6.95424250943933
"2043","Harold and Maude",1971,91,"1200000",6.07918124604763
"2044","Harper",1966,121,"3500000",6.54406804435028
"2045","Harpist, The",1997,93,"3000000",6.47712125471966
"2046","Harriet the Spy",1996,100,"13000000",7.11394335230684
"2047","Harrison Macauley Is Going to Kill Me",2003,68,"50000",4.69897000433602
"2048","Harry Potter and the Chamber of Secrets",2002,152,"100000000",8
"2049","Harry Potter and the Prisoner of Azkaban",2004,141,"130000000",8.11394335230684
"2050","Harry Potter and the Sorcerer's Stone",2001,152,"130000000",8.11394335230684
"2051","Hart's War",2002,125,"70000000",7.84509804001426
"2052","Harvard Man",2001,99,"5500000",6.74036268949424
"2053","Harvest of Fear",2004,95,"100000",5
"2054","Harvey Girls, The",1946,102,"2524315",6.40214354796746
"2055","Hatred of a Minute",2002,83,"300000",5.47712125471966
"2056","Haunted Mansion, The",2003,87,"90000000",7.95424250943933
"2057","Haunting Fear",1991,88,"115000",5.06069784035361
"2058","Haunting, The",1963,112,"1400000",6.14612803567824
"2059","Haunting, The",1999,112,"80000000",7.90308998699194
"2060","Hav Plenty",1997,84,"650000",5.81291335664286
"2061","Have Rocket, Will Travel",1959,76,"380000",5.57978359661681
"2062","Hawaii",1966,189,"15000000",7.17609125905568
"2063","He Got Game",1998,137,"25000000",7.39794000867204
"2064","Head",1968,110,"750000",5.8750612633917
"2065","Head Over Heels",2001,86,"14000000",7.14612803567824
"2066","Heads or Tails",2005,100,"17000",4.23044892137827
"2067","Heart of America",2003,87,"3000000",6.47712125471966
"2068","Heart of Me, The",2002,96,"7000000",6.84509804001426
"2069","Heart of the North",1938,83,"400000",5.60205999132796
"2070","Heartbeeps",1981,79,"10000000",7
"2071","Heartbreakers",2001,110,"40000000",7.60205999132796
"2072","Hearts in Atlantis",2001,101,"31000000",7.49136169383427
"2073","Hearts of Fire",1987,95,"17000000",7.23044892137827
"2074","Heat",1995,188,"60000000",7.77815125038364
"2075","Heat and Sunlight",1987,98,"90000",4.95424250943933
"2076","Heaven",2002,96,"11000000",7.04139268515823
"2077","Heaven & Earth",1993,140,"33000000",7.51851393987789
"2078","Heaven Knows, Mr. Allison",1957,108,"3000000",6.47712125471966
"2079","Heaven's Gate",1980,219,"44000000",7.64345267648619
"2080","Heaven's Prisoners",1996,132,"25000000",7.39794000867204
"2081","Heavenly Bodies!",1963,62,"5000",3.69897000433602
"2082","Heavenly Creatures",1994,108,"5000000",6.69897000433602
"2083","Heavy Metal",1981,90,"9300000",6.96848294855393
"2084","Heavy Metal 2000",2000,88,"15000000",7.17609125905568
"2085","Hedwig and the Angry Inch",2001,93,"6000000",6.77815125038364
"2086","Heiress, The",1949,115,"2600000",6.41497334797082
"2087","Held Up",1999,89,"8000000",6.90308998699194
"2088","Held for Ransom",2000,91,"5000000",6.69897000433602
"2089","Helix... Loaded, The",2005,97,"1000000",6
"2090","Hell Is for Heroes",1962,90,"2500000",6.39794000867204
"2091","Hell to Eternity",1960,131,"800000",5.90308998699194
"2092","Hell's Angels",1930,127,"3950000",6.59659709562646
"2093","Hell's Bloody Devils",1970,92,"150000",5.17609125905568
"2094","Hell's Kitchen",1998,95,"6000000",6.77815125038364
"2095","Hellboy",2004,132,"66000000",7.81954393554187
"2096","Hello, Dolly!",1969,146,"25000000",7.39794000867204
"2097","Hello, Everybody!",1933,69,"2000000",6.30102999566398
"2098","Hellraiser",1987,89,"1000000",6
"2099","Hellraiser: Bloodline",1996,86,"4000000",6.60205999132796
"2100","Help!",1965,90,"1500000",6.17609125905568
"2101","Hempsters: Plant the Seed",2003,90,"250000",5.39794000867204
"2102","Henry V",1989,137,"9000000",6.95424250943933
"2103","Henry: Portrait of a Serial Killer",1986,78,"111000",5.04532297878666
"2104","Her Knight",2003,29,"16878",4.22732098254884
"2105","Her Urge",2000,15,"20000",4.30102999566398
"2106","Hercules",1997,92,"70000000",7.84509804001426
"2107","Here Comes the Groom",1951,113,"2117000",6.32572085801941
"2108","Here on Earth",2000,93,"15000000",7.17609125905568
"2109","Hero",1992,117,"42000000",7.6232492903979
"2110","Heroes for Sale",1933,71,"290000",5.46239799789896
"2111","Hey Arnold! The Movie",2002,76,"10000000",7
"2112","Hidalgo",2004,136,"78000000",7.89209460269048
"2113","Hidden Agenda",2001,98,"5000000",6.69897000433602
"2114","Hidden Assassin",1995,89,"11000000",7.04139268515823
"2115","Hide and Creep",2004,85,"20000",4.30102999566398
"2116","Hide and Seek",2005,101,"30000000",7.47712125471966
"2117","Hideaway",1995,106,"15000000",7.17609125905568
"2118","Hideous Kinky",1998,98,"12000000",7.07918124604763
"2119","Hideous Sun Demon, The",1959,74,"58500",4.76715586608218
"2120","High Anxiety",1977,94,"3400000",6.53147891704226
"2121","High Crimes",2002,115,"42000000",7.6232492903979
"2122","High Fidelity",2000,113,"20000000",7.30102999566398
"2123","High Noon",1952,85,"750000",5.8750612633917
"2124","High Sierra",1941,100,"455000",5.65801139665711
"2125","High Strung",1991,93,"300000",5.47712125471966
"2126","High, Wide, and Handsome",1937,110,"1900000",6.27875360095283
"2127","High-Ballin'",1978,97,"2000000",6.30102999566398
"2128","Highlander",1986,116,"16000000",7.20411998265593
"2129","Highlander II: The Quickening",1991,92,"30000000",7.47712125471966
"2130","Highlander III: The Sorcerer",1994,102,"26000000",7.41497334797082
"2131","Highlander: Endgame",2000,101,"15000000",7.17609125905568
"2132","Highway to Hell",1992,94,"9000000",6.95424250943933
"2133","Hijo genial, Un",2003,90,"1000000",6
"2134","Hikikomori: Tokyo Plastic",2004,75,"1150000",6.06069784035361
"2135","Hills Have Eyes Part II, The",1985,86,"1000000",6
"2136","Hills Have Eyes, The",1977,86,"230000",5.36172783601759
"2137","Hillz, The",2004,91,"100000",5
"2138","HipHopBattle.com: Hip Hop 4 Life",2001,98,"12000",4.07918124604763
"2139","His Majesty O'Keefe",1954,91,"1550000",6.19033169817029
"2140","His People",1925,93,"93000",4.96848294855393
"2141","His/Herstory",2003,20,"33000",4.51851393987789
"2142","History of the World: Part I",1981,97,"11000000",7.04139268515823
"2143","Hit List",1989,87,"1500000",6.17609125905568
"2144","Hit and Runway",1999,108,"1200000",6.07918124604763
"2145","Hitch",2005,118,"70000000",7.84509804001426
"2146","Hitcher, The",1986,97,"6000000",6.77815125038364
"2147","Hitchhiker's Guide to the Galaxy, The",2005,110,"50000000",7.69897000433602
"2148","Hitler's Children",1943,82,"75000",4.8750612633917
"2149","Hitman, The",2002,6,"1000",3
"2150","Hocus Pocus",1993,96,"28000000",7.44715803134222
"2151","Hold That Ghost",1941,86,"190000",5.27875360095283
"2152","Hold Your Man",1933,87,"260000",5.41497334797082
"2153","Holes",2003,117,"30000000",7.47712125471966
"2154","Holiday Inn",1942,100,"3200000",6.50514997831991
"2155","Hollow Man",2000,112,"95000000",7.97772360528885
"2156","Hollywood Boulevard",1976,83,"60000",4.77815125038364
"2157","Hollywood Cavalcade",1939,97,"2000000",6.30102999566398
"2158","Hollywood Chainsaw Hookers",1988,75,"23000",4.36172783601759
"2159","Hollywood Ending",2002,112,"16000000",7.20411998265593
"2160","Hollywood Harry",1986,96,"120000",5.07918124604763
"2161","Hollywood Homicide",2003,116,"75000000",7.8750612633917
"2162","Hollywood North",2003,89,"7000000",6.84509804001426
"2163","Hollywood Shuffle",1987,78,"100000",5
"2164","Hollywood Sign, The",2001,90,"12000000",7.07918124604763
"2165","Hollywood's World of Flesh",1963,72,"14000",4.14612803567824
"2166","Holy Man",1998,114,"60000000",7.77815125038364
"2167","Holy Mountain, The",1973,114,"750000",5.8750612633917
"2168","Home Alone",1990,103,"15000000",7.17609125905568
